t,unix_time,north_m,east_m,down_m,vn_m_s,ve_m_s,vd_m_s,roll_deg,pitch_deg,yaw_deg,flight_mode,mission_phase,mission_t0_unix
23.217,1767509246.857520,2.211,-2.041,-6.904,0.622,0.691,-0.240,1.6221323013305664,-0.4227527678012848,58.65764236450195,OFFBOARD,TRAJECTORY,1767509227.359027
23.318,1767509246.958121,2.270,-1.976,-6.927,0.603,0.711,-0.241,1.6583067178726196,-0.4099196195602417,60.37080383300781,OFFBOARD,TRAJECTORY,1767509227.359027
23.419,1767509247.059007,2.333,-1.903,-6.952,0.581,0.728,-0.238,1.6726107597351074,-0.3669702410697937,62.084510803222656,OFFBOARD,TRAJECTORY,1767509227.359027
23.521,1767509247.161365,2.388,-1.834,-6.974,0.558,0.744,-0.240,1.6746695041656494,-0.3836343288421631,63.83021926879883,OFFBOARD,TRAJECTORY,1767509227.359027
23.622,1767509247.261983,2.446,-1.758,-6.999,0.534,0.759,-0.241,1.686568260192871,-0.3789733946323395,65.54713439941406,OFFBOARD,TRAJECTORY,1767509227.359027
23.722,1767509247.362472,2.498,-1.686,-7.022,0.510,0.775,-0.241,1.6806269884109497,-0.371243953704834,67.45980834960938,OFFBOARD,TRAJECTORY,1767509227.359027
23.823,1767509247.462780,2.552,-1.606,-7.047,0.485,0.790,-0.240,1.6701174974441528,-0.34538739919662476,69.19608306884766,OFFBOARD,TRAJECTORY,1767509227.359027
23.923,1767509247.562997,2.599,-1.532,-7.069,0.462,0.803,-0.240,1.6687463521957397,-0.32604551315307617,70.90325927734375,OFFBOARD,TRAJECTORY,1767509227.359027
24.024,1767509247.663697,2.648,-1.449,-7.094,0.437,0.817,-0.241,1.7147170305252075,-0.3349417746067047,72.59310913085938,OFFBOARD,TRAJECTORY,1767509227.359027
24.125,1767509247.764768,2.691,-1.372,-7.117,0.414,0.827,-0.240,1.7404959201812744,-0.31419041752815247,74.30838012695312,OFFBOARD,TRAJECTORY,1767509227.359027
24.225,1767509247.865145,2.735,-1.287,-7.142,0.385,0.838,-0.239,1.7720164060592651,-0.3244938254356384,76.0215072631836,OFFBOARD,TRAJECTORY,1767509227.359027
24.326,1767509247.965856,2.773,-1.207,-7.164,0.361,0.849,-0.239,1.772922158241272,-0.32620367407798767,77.7428207397461,OFFBOARD,TRAJECTORY,1767509227.359027
24.426,1767509248.066328,2.811,-1.119,-7.189,0.333,0.862,-0.239,1.7949533462524414,-0.3053516447544098,79.46131134033203,OFFBOARD,TRAJECTORY,1767509227.359027
24.527,1767509248.166975,2.844,-1.037,-7.211,0.308,0.871,-0.240,1.7985605001449585,-0.28813910484313965,81.17322540283203,OFFBOARD,TRAJECTORY,1767509227.359027
24.627,1767509248.267453,2.876,-0.947,-7.236,0.278,0.881,-0.240,1.7996610403060913,-0.279998779296875,82.88050079345703,OFFBOARD,TRAJECTORY,1767509227.359027
