t,north_m,east_m,down_m,vn_m_s,ve_m_s,vd_m_s,roll_deg,pitch_deg,yaw_deg,flight_mode
23.168,-2.350,-1.666,-2.499,0.765,-0.343,-0.003,4.530266761779785,-4.261048316955566,21.33560562133789,OFFBOARD
23.268,-2.271,-1.704,-2.499,0.806,-0.241,-0.002,4.469241619110107,-4.566568374633789,24.878013610839844,OFFBOARD
23.369,-2.221,-1.722,-2.500,0.829,-0.176,-0.002,4.419952869415283,-4.849544525146484,28.002700805664062,OFFBOARD
23.470,-2.169,-1.736,-2.500,0.853,-0.109,-0.002,4.383545875549316,-5.035663604736328,30.331666946411133,OFFBOARD
23.571,-2.109,-1.746,-2.501,0.879,-0.033,-0.003,4.352972507476807,-5.221682071685791,32.46250915527344,OFFBOARD
23.673,-2.053,-1.750,-2.501,0.901,0.037,-0.002,4.335676193237305,-5.375081539154053,34.21659469604492,OFFBOARD
23.774,-1.997,-1.750,-2.502,0.923,0.108,-0.001,4.302125453948975,-5.569665908813477,35.82616424560547,OFFBOARD
23.876,-1.902,-1.740,-2.502,0.959,0.227,0.001,4.253217697143555,-5.673882007598877,37.363067626953125,OFFBOARD
23.978,-1.842,-1.728,-2.502,0.980,0.300,0.002,4.15969705581665,-5.60834264755249,38.65261459350586,OFFBOARD
24.079,-1.741,-1.697,-2.502,1.011,0.416,0.002,4.042860507965088,-5.500823974609375,39.8332633972168,OFFBOARD
24.180,-1.678,-1.672,-2.502,1.028,0.486,0.003,3.9274985790252686,-5.333209991455078,40.7130012512207,OFFBOARD
24.281,-1.614,-1.643,-2.502,1.044,0.555,0.005,3.8164665699005127,-5.171494483947754,41.434814453125,OFFBOARD
24.383,-1.507,-1.587,-2.501,1.067,0.662,0.004,3.6868817806243896,-4.955715179443359,42.018314361572266,OFFBOARD
24.484,-1.406,-1.525,-2.501,1.085,0.757,0.004,3.48699688911438,-4.680490970611572,42.577632904052734,OFFBOARD
24.585,-1.330,-1.473,-2.500,1.097,0.825,0.005,3.2706892490386963,-4.35654878616333,42.984466552734375,OFFBOARD
24.686,-1.226,-1.395,-2.500,1.112,0.908,0.005,3.0787160396575928,-4.039812088012695,43.269535064697266,OFFBOARD
24.787,-1.147,-1.332,-2.500,1.122,0.965,0.004,2.8601906299591064,-3.6350016593933105,43.551734924316406,OFFBOARD
