t,north_m,east_m,down_m,vn_m_s,ve_m_s,vd_m_s,roll_deg,pitch_deg,yaw_deg,flight_mode
21.596,-2.822,-1.002,-2.494,0.324,-0.739,-0.006,2.7854416370391846,0.5837917327880859,-43.679935455322266,OFFBOARD
21.697,-2.789,-1.077,-2.494,0.350,-0.699,-0.007,2.916295289993286,0.44965043663978577,-38.97343444824219,OFFBOARD
21.797,-2.756,-1.143,-2.494,0.374,-0.660,-0.005,2.996549129486084,0.29241201281547546,-33.97431564331055,OFFBOARD
21.898,-2.718,-1.211,-2.494,0.399,-0.614,-0.005,3.057760238647461,0.10421561449766159,-28.760469436645508,OFFBOARD
22.000,-2.667,-1.287,-2.494,0.429,-0.556,-0.005,3.072000503540039,-0.15444281697273254,-22.882041931152344,OFFBOARD
22.100,-2.622,-1.342,-2.494,0.454,-0.508,-0.006,3.043393135070801,-0.3832208812236786,-17.342967987060547,OFFBOARD
22.201,-2.579,-1.389,-2.494,0.475,-0.462,-0.006,3.0190062522888184,-0.6146363615989685,-11.818345069885254,OFFBOARD
22.302,-2.530,-1.435,-2.494,0.497,-0.410,-0.005,2.9641811847686768,-0.8955711722373962,-6.3759565353393555,OFFBOARD
22.403,-2.483,-1.472,-2.495,0.518,-0.363,-0.007,2.8958559036254883,-1.1558539867401123,-1.1133352518081665,OFFBOARD
22.504,-2.429,-1.507,-2.495,0.539,-0.311,-0.006,2.8292059898376465,-1.4373009204864502,3.889030933380127,OFFBOARD
22.605,-2.378,-1.534,-2.495,0.561,-0.264,-0.007,2.7761948108673096,-1.6729626655578613,8.584959983825684,OFFBOARD
22.706,-2.321,-1.558,-2.496,0.583,-0.210,-0.006,2.731981039047241,-1.8876720666885376,12.912134170532227,OFFBOARD
22.807,-2.266,-1.576,-2.496,0.603,-0.159,-0.005,2.6999709606170654,-2.1157801151275635,16.847946166992188,OFFBOARD
22.909,-2.204,-1.589,-2.497,0.623,-0.102,-0.005,2.6628215312957764,-2.3088817596435547,20.39078140258789,OFFBOARD
23.010,-2.145,-1.596,-2.497,0.641,-0.045,-0.003,2.5915169715881348,-2.4536499977111816,23.556516647338867,OFFBOARD
23.110,-2.079,-1.597,-2.497,0.661,0.017,-0.003,2.518737316131592,-2.5705273151397705,26.670860290527344,OFFBOARD
23.211,-2.016,-1.593,-2.497,0.679,0.072,-0.001,2.4483158588409424,-2.6298599243164062,29.058658599853516,OFFBOARD
23.313,-1.945,-1.582,-2.497,0.698,0.133,-0.003,2.4202709197998047,-2.6574504375457764,31.1484375,OFFBOARD
23.414,-1.879,-1.566,-2.497,0.713,0.191,-0.001,2.3691842555999756,-2.6995625495910645,32.96964645385742,OFFBOARD
23.515,-1.805,-1.542,-2.497,0.730,0.253,-0.001,2.2774925231933594,-2.6785342693328857,34.56110382080078,OFFBOARD
23.615,-1.735,-1.514,-2.496,0.743,0.311,-0.002,2.165031909942627,-2.661003828048706,35.971435546875,OFFBOARD
23.717,-1.659,-1.478,-2.496,0.760,0.370,-0.001,2.044801712036133,-2.609189987182617,37.22457504272461,OFFBOARD
23.817,-1.587,-1.439,-2.496,0.776,0.422,-0.001,1.9411253929138184,-2.528130531311035,38.33019256591797,OFFBOARD
23.918,-1.507,-1.391,-2.496,0.789,0.478,-0.002,1.8240759372711182,-2.4099836349487305,39.376285552978516,OFFBOARD
24.020,-1.433,-1.342,-2.496,0.800,0.526,-0.002,1.7142503261566162,-2.3232431411743164,40.22406005859375,OFFBOARD
24.120,-1.350,-1.283,-2.495,0.810,0.577,-0.002,1.5593088865280151,-2.2339892387390137,40.98289108276367,OFFBOARD
24.221,-1.274,-1.224,-2.495,0.820,0.619,-0.000,1.4162112474441528,-2.114266872406006,41.68158721923828,OFFBOARD
24.322,-1.190,-1.156,-2.494,0.831,0.663,-0.001,1.282162070274353,-2.0510714054107666,42.302677154541016,OFFBOARD
24.423,-1.112,-1.088,-2.494,0.841,0.702,-0.004,1.138291835784912,-1.8976191282272339,42.83046340942383,OFFBOARD
24.524,-1.025,-1.011,-2.494,0.852,0.742,-0.004,1.0073460340499878,-1.7464821338653564,43.26226043701172,OFFBOARD
24.624,-0.945,-0.937,-2.494,0.861,0.774,-0.005,0.8680338859558105,-1.5691330432891846,43.63809585571289,OFFBOARD
