t,unix_time,north_m,east_m,down_m,vn_m_s,ve_m_s,vd_m_s,roll_deg,pitch_deg,yaw_deg,flight_mode,mission_phase,mission_t0_unix
3.225,1770380552.922101,28.322,64.444,-0.933,-0.006,-0.003,-0.009,0.1405392587184906,-0.1009720116853714,156.6997528076172,OFFBOARD,INIT,
3.327,1770380553.023844,28.323,64.446,-0.934,-0.006,-0.001,-0.012,0.15084737539291382,-0.11305854469537735,156.713623046875,OFFBOARD,INIT,
3.428,1770380553.125049,28.325,64.447,-0.935,-0.008,-0.002,-0.016,0.19426168501377106,-0.10089598596096039,156.7022247314453,OFFBOARD,INIT,
3.529,1770380553.225558,28.326,64.449,-0.937,-0.008,-0.001,-0.018,0.2233741283416748,-0.10101374983787537,156.68238830566406,OFFBOARD,INIT,
3.629,1770380553.326445,28.327,64.450,-0.938,-0.011,-0.002,-0.020,0.23979909718036652,-0.09207475930452347,156.6830596923828,OFFBOARD,INIT,
3.730,1770380553.427307,28.328,64.451,-0.939,-0.012,-0.004,-0.022,0.23562955856323242,-0.09680479019880295,156.68460083007812,OFFBOARD,INIT,
3.832,1770380553.528622,28.329,64.452,-0.941,-0.013,-0.006,-0.022,0.22377324104309082,-0.08726847171783447,156.6912078857422,OFFBOARD,INIT,
3.933,1770380553.629613,28.329,64.453,-0.943,-0.013,-0.010,-0.022,0.2106056958436966,-0.10245629400014877,156.67855834960938,OFFBOARD,INIT,
4.034,1770380553.730692,28.330,64.453,-0.944,-0.016,-0.012,-0.022,0.18885795772075653,-0.11135474592447281,156.6603546142578,OFFBOARD,INIT,
4.135,1770380553.831537,28.329,64.453,-0.946,-0.020,-0.012,-0.022,0.17139454185962677,-0.1005355641245842,156.6471405029297,OFFBOARD,INIT,
4.236,1770380553.932903,28.329,64.454,-0.948,-0.022,-0.012,-0.022,0.17126905918121338,-0.04954841732978821,156.6395263671875,OFFBOARD,INIT,
4.337,1770380554.033792,28.328,64.454,-0.950,-0.024,-0.014,-0.025,0.15394385159015656,-0.02582452818751335,156.67295837402344,OFFBOARD,INIT,
4.438,1770380554.134834,28.327,64.454,-0.952,-0.025,-0.015,-0.027,0.12538638710975647,-0.01945807784795761,156.6837615966797,OFFBOARD,INIT,
4.539,1770380554.235830,28.327,64.453,-0.954,-0.025,-0.016,-0.026,0.11585507541894913,-0.003386793192476034,156.70742797851562,OFFBOARD,INIT,
4.640,1770380554.336694,28.326,64.454,-0.956,-0.023,-0.018,-0.022,0.08361683785915375,-0.014077018946409225,156.71343994140625,OFFBOARD,INIT,
4.741,1770380554.437852,28.326,64.454,-0.957,-0.022,-0.018,-0.019,0.0916159525513649,-0.03649613633751869,156.70169067382812,OFFBOARD,INIT,
4.842,1770380554.538910,28.326,64.454,-0.958,-0.023,-0.018,-0.020,0.1167915090918541,-0.03920799121260643,156.69435119628906,OFFBOARD,INIT,
4.943,1770380554.639740,28.325,64.455,-0.960,-0.025,-0.020,-0.020,0.10381436347961426,-0.015553205274045467,156.69065856933594,OFFBOARD,INIT,
5.044,1770380554.740778,28.325,64.455,-0.962,-0.025,-0.020,-0.019,0.08001351356506348,0.0071920230984687805,156.66900634765625,OFFBOARD,INIT,
5.145,1770380554.841605,28.324,64.455,-0.964,-0.025,-0.021,-0.022,0.08252188563346863,-0.002462378004565835,156.65431213378906,OFFBOARD,INIT,
5.245,1770380554.942070,28.324,64.455,-0.965,-0.024,-0.021,-0.021,0.08029425889253616,0.004633135627955198,156.67677307128906,OFFBOARD,INIT,
5.347,1770380555.043842,28.324,64.455,-0.967,-0.022,-0.020,-0.021,0.06654167920351028,0.00485179852694273,156.69390869140625,OFFBOARD,INIT,
5.448,1770380555.144665,28.323,64.456,-0.968,-0.022,-0.019,-0.018,0.08014067262411118,-0.012814057990908623,156.69793701171875,OFFBOARD,INIT,
5.548,1770380555.244955,28.322,64.456,-0.970,-0.021,-0.020,-0.019,0.08739672601222992,-0.01894916594028473,156.7008819580078,OFFBOARD,INIT,
5.648,1770380555.345325,28.321,64.455,-0.971,-0.020,-0.022,-0.018,0.09467457234859467,-0.018698329105973244,156.68975830078125,OFFBOARD,INIT,
5.749,1770380555.445551,28.320,64.455,-0.973,-0.020,-0.023,-0.017,0.060454219579696655,-0.013845962472259998,156.6990509033203,OFFBOARD,INIT,
5.850,1770380555.546783,28.319,64.454,-0.975,-0.020,-0.023,-0.017,0.053759459406137466,-0.004072044976055622,156.70291137695312,OFFBOARD,INIT,
5.951,1770380555.647862,28.317,64.453,-0.976,-0.018,-0.023,-0.015,0.06792274862527847,-0.010631396435201168,156.70260620117188,OFFBOARD,INIT,
6.052,1770380555.748922,28.316,64.453,-0.978,-0.019,-0.024,-0.014,0.04113182798027992,0.004793199244886637,156.69732666015625,OFFBOARD,INIT,
6.152,1770380555.849314,28.314,64.452,-0.980,-0.019,-0.023,-0.010,0.013065135106444359,0.013876096345484257,156.70211791992188,OFFBOARD,INIT,
6.253,1770380555.950445,28.312,64.452,-0.981,-0.020,-0.023,-0.009,0.017542077228426933,0.03199087083339691,156.7156219482422,OFFBOARD,INIT,
6.355,1770380556.051753,28.310,64.452,-0.983,-0.020,-0.022,-0.009,0.012303074821829796,0.06072554737329483,156.71583557128906,OFFBOARD,INIT,
6.456,1770380556.152793,28.308,64.451,-0.984,-0.017,-0.021,-0.007,0.008499051444232464,0.0715063288807869,156.6922149658203,OFFBOARD,INIT,
6.556,1770380556.253518,28.306,64.451,-0.985,-0.014,-0.018,-0.006,0.042154766619205475,0.05954709276556969,156.6808624267578,OFFBOARD,INIT,
6.657,1770380556.354324,28.304,64.451,-0.986,-0.010,-0.015,-0.005,0.06278213113546371,0.06819575279951096,156.6649932861328,OFFBOARD,INIT,
6.758,1770380556.454536,28.303,64.451,-0.986,-0.008,-0.013,-0.005,0.10238482803106308,0.06505715847015381,156.67828369140625,OFFBOARD,INIT,
6.859,1770380556.555745,28.302,64.451,-0.986,-0.008,-0.015,-0.005,0.10403122752904892,0.06293902546167374,156.6755828857422,OFFBOARD,INIT,
6.960,1770380556.656654,28.300,64.451,-0.986,-0.008,-0.016,-0.004,0.0820058137178421,0.06707881391048431,156.6840057373047,OFFBOARD,INIT,
7.060,1770380556.757434,28.298,64.450,-0.986,-0.010,-0.017,-0.002,0.04988304153084755,0.08977294713258743,156.6820831298828,OFFBOARD,INIT,
7.162,1770380556.858567,28.296,64.449,-0.987,-0.008,-0.018,-0.003,0.01310261245816946,0.10122808814048767,156.68666076660156,OFFBOARD,INIT,
7.263,1770380556.959925,28.294,64.448,-0.987,-0.006,-0.016,-0.004,0.005347097758203745,0.11373574286699295,156.6876678466797,OFFBOARD,INIT,
7.363,1770380557.060112,28.292,64.448,-0.987,-0.006,-0.014,-0.006,0.015981199219822884,0.1313028484582901,156.68809509277344,OFFBOARD,INIT,
7.463,1770380557.160228,28.290,64.449,-0.988,-0.004,-0.013,-0.005,0.030822891741991043,0.15215568244457245,156.7064971923828,OFFBOARD,INIT,
7.564,1770380557.260898,28.289,64.449,-0.988,-0.004,-0.013,-0.007,0.02781730331480503,0.16312970221042633,156.6927947998047,OFFBOARD,INIT,
7.665,1770380557.361935,28.287,64.449,-0.988,-0.004,-0.015,-0.007,0.043163567781448364,0.17622514069080353,156.7074737548828,OFFBOARD,INIT,
7.765,1770380557.462301,28.285,64.449,-0.989,-0.004,-0.017,-0.005,0.004814464133232832,0.1842852681875229,156.72207641601562,OFFBOARD,INIT,
7.866,1770380557.562915,28.284,64.448,-0.990,-0.002,-0.017,-0.006,-0.024541661143302917,0.177389457821846,156.7111358642578,OFFBOARD,INIT,
7.967,1770380557.664098,28.282,64.448,-0.991,-0.000,-0.017,-0.005,-0.030212752521038055,0.1840330809354782,156.69342041015625,OFFBOARD,INIT,
8.068,1770380557.764872,28.281,64.447,-0.992,0.002,-0.017,-0.005,-0.020672140643000603,-0.09218420833349228,156.68699645996094,OFFBOARD,INIT,
8.169,1770380557.866008,28.280,64.446,-0.993,-0.006,-0.013,-0.004,-0.02920079417526722,-0.7250855565071106,156.66860961914062,OFFBOARD,INIT,
8.270,1770380557.966571,28.277,64.446,-0.994,-0.024,-0.006,-0.003,-0.022426750510931015,-1.3931325674057007,156.66775512695312,OFFBOARD,INIT,
8.371,1770380558.067730,28.272,64.447,-0.996,-0.050,0.007,-0.003,-0.041768357157707214,-2.1610703468322754,156.67918395996094,OFFBOARD,INIT,
8.471,1770380558.168443,28.264,64.450,-0.998,-0.091,0.026,-0.002,-0.054164111614227295,-2.825704336166382,156.6761474609375,OFFBOARD,INIT,
8.572,1770380558.269178,28.257,64.452,-0.998,-0.122,0.038,-0.003,-0.06003599986433983,-3.2703909873962402,156.68739318847656,OFFBOARD,INIT,
8.672,1770380558.369360,28.242,64.457,-1.000,-0.172,0.060,-0.003,-0.08039587736129761,-3.6902196407318115,156.6729736328125,OFFBOARD,INIT,
8.773,1770380558.469751,28.222,64.464,-1.001,-0.232,0.087,-0.001,-0.08434361219406128,-3.9630792140960693,156.6913604736328,OFFBOARD,INIT,
8.874,1770380558.570962,28.198,64.472,-1.002,-0.290,0.111,0.000,-0.107951819896698,-4.137927055358887,156.70626831054688,OFFBOARD,INIT,
8.975,1770380558.671616,28.166,64.484,-1.003,-0.355,0.140,0.003,-0.1307799369096756,-4.258131504058838,156.7013397216797,OFFBOARD,INIT,
9.076,1770380558.772652,28.131,64.497,-1.004,-0.416,0.168,0.004,-0.131401926279068,-4.310137748718262,156.69618225097656,OFFBOARD,INIT,
9.176,1770380558.873197,28.072,64.519,-1.004,-0.502,0.206,0.006,-0.1411391645669937,-4.278748512268066,156.6840362548828,OFFBOARD,INIT,
9.276,1770380558.973275,28.019,64.539,-1.005,-0.567,0.234,0.007,-0.15714843571186066,-4.209912300109863,156.6825714111328,OFFBOARD,INIT,
9.378,1770380559.074663,27.963,64.560,-1.005,-0.628,0.260,0.007,-0.17525482177734375,-4.073087692260742,156.6905975341797,OFFBOARD,INIT,
9.478,1770380559.175363,27.896,64.584,-1.005,-0.688,0.288,0.009,-0.22380919754505157,-3.792659044265747,156.69972229003906,OFFBOARD,INIT,
9.579,1770380559.275959,27.852,64.601,-1.005,-0.724,0.303,0.011,-0.25635117292404175,-3.563546657562256,156.6844482421875,OFFBOARD,INIT,
9.680,1770380559.376814,27.781,64.627,-1.004,-0.773,0.327,0.009,-0.26027193665504456,-3.3671982288360596,156.6780242919922,OFFBOARD,INIT,
9.781,1770380559.477581,27.698,64.657,-1.004,-0.825,0.350,0.010,-0.2881522476673126,-3.132922410964966,156.6658935546875,OFFBOARD,INIT,
9.883,1770380559.579699,27.616,64.687,-1.004,-0.869,0.371,0.010,-0.3383326232433319,-2.8347463607788086,156.68112182617188,OFFBOARD,INIT,
9.984,1770380559.680879,27.522,64.722,-1.004,-0.911,0.389,0.009,-0.39860033988952637,-2.5021796226501465,156.71011352539062,OFFBOARD,INIT,
10.085,1770380559.781959,27.432,64.755,-1.004,-0.945,0.407,0.010,-0.47223392128944397,-2.1232709884643555,156.71649169921875,OFFBOARD,INIT,
10.186,1770380559.882988,27.329,64.794,-1.004,-0.975,0.425,0.009,-0.4885541796684265,-1.7585127353668213,156.72238159179688,OFFBOARD,INIT,
10.287,1770380559.983615,27.231,64.832,-1.004,-1.001,0.438,0.008,-0.48353078961372375,-1.3776872158050537,156.74044799804688,OFFBOARD,INIT,
10.388,1770380560.084747,27.122,64.874,-1.004,-1.021,0.452,0.007,-0.5047457218170166,-1.0372589826583862,156.74427795410156,OFFBOARD,INIT,
10.488,1770380560.185315,26.976,64.933,-1.004,-1.039,0.467,0.005,-0.5071624517440796,-0.6695359945297241,156.72286987304688,OFFBOARD,INIT,
10.589,1770380560.285553,26.872,64.975,-1.005,-1.047,0.475,0.004,-0.4910123944282532,-0.3690967261791229,156.70516967773438,OFFBOARD,INIT,
10.689,1770380560.386324,26.757,65.022,-1.005,-1.050,0.480,0.005,-0.4893048107624054,-0.12680061161518097,156.7190399169922,OFFBOARD,INIT,
10.791,1770380560.487622,26.650,65.067,-1.006,-1.051,0.484,0.006,-0.48608532547950745,0.11704392731189728,156.7259979248047,OFFBOARD,INIT,
10.892,1770380560.588677,26.578,65.097,-1.006,-1.048,0.487,0.005,-0.4717036783695221,0.3198440372943878,156.71234130859375,OFFBOARD,INIT,
10.992,1770380560.689477,26.426,65.163,-1.006,-1.042,0.491,0.005,-0.44298049807548523,0.5520744919776917,156.70941162109375,OFFBOARD,INIT,
11.093,1770380560.789585,26.310,65.214,-1.006,-1.032,0.494,0.005,-0.40694501996040344,0.776327908039093,156.68411254882812,OFFBOARD,INIT,
11.193,1770380560.889808,26.204,65.263,-1.006,-1.021,0.495,0.006,-0.33088618516921997,0.9625778794288635,156.67434692382812,OFFBOARD,INIT,
11.294,1770380560.990643,26.090,65.316,-1.006,-1.007,0.492,0.006,-0.25983068346977234,1.1123090982437134,156.6768035888672,OFFBOARD,INIT,
11.395,1770380561.091718,25.986,65.364,-1.006,-0.991,0.488,0.007,-0.20717942714691162,1.200965166091919,156.70364379882812,OFFBOARD,INIT,
11.496,1770380561.192552,25.876,65.417,-1.006,-0.973,0.483,0.007,-0.17928551137447357,1.2969624996185303,156.70497131347656,OFFBOARD,INIT,
11.597,1770380561.293671,25.776,65.465,-1.006,-0.956,0.476,0.007,-0.11325083673000336,1.3507648706436157,156.7166290283203,OFFBOARD,INIT,
11.697,1770380561.394360,25.670,65.517,-1.005,-0.936,0.470,0.006,-0.054386332631111145,1.395987868309021,156.7263946533203,OFFBOARD,INIT,
11.798,1770380561.494665,25.574,65.564,-1.005,-0.917,0.464,0.005,0.02610352821648121,1.3743470907211304,156.71458435058594,OFFBOARD,INIT,
11.899,1770380561.595552,25.472,65.614,-1.006,-0.896,0.455,0.005,0.09411874413490295,1.3375616073608398,156.70968627929688,OFFBOARD,INIT,
12.000,1770380561.696643,25.380,65.660,-1.006,-0.879,0.446,0.006,0.14547914266586304,1.3055599927902222,156.69857788085938,OFFBOARD,INIT,
12.100,1770380561.797419,25.283,65.709,-1.006,-0.861,0.438,0.005,0.18679502606391907,1.218117117881775,156.69561767578125,OFFBOARD,INIT,
12.202,1770380561.898978,25.195,65.754,-1.005,-0.847,0.429,0.006,0.2599519193172455,1.189882755279541,156.69895935058594,OFFBOARD,INIT,
12.303,1770380561.999802,25.101,65.802,-1.005,-0.832,0.419,0.006,0.2940064072608948,1.0995755195617676,156.70114135742188,OFFBOARD,INIT,
12.404,1770380562.100564,25.045,65.831,-1.005,-0.821,0.415,0.006,0.3346972167491913,0.9713318347930908,156.6937713623047,OFFBOARD,INIT,
12.504,1770380562.201464,24.962,65.874,-1.004,-0.809,0.405,0.005,0.39337027072906494,0.7799319624900818,156.67916870117188,OFFBOARD,INIT,
12.607,1770380562.303578,24.874,65.921,-1.004,-0.803,0.395,0.004,0.41756048798561096,0.6210616827011108,156.6973876953125,OFFBOARD,INIT,
12.707,1770380562.404450,24.794,65.962,-1.004,-0.798,0.386,0.004,0.4138842523097992,0.5296037197113037,156.7097930908203,OFFBOARD,INIT,
12.808,1770380562.505227,24.708,66.007,-1.003,-0.795,0.379,0.005,0.4263467490673065,0.38593411445617676,156.72262573242188,OFFBOARD,INIT,
12.910,1770380562.606711,24.629,66.046,-1.003,-0.792,0.372,0.005,0.4438314437866211,0.34024736285209656,156.70375061035156,OFFBOARD,INIT,
13.011,1770380562.707779,24.545,66.089,-1.003,-0.790,0.365,0.005,0.4677754044532776,0.29122936725616455,156.712158203125,OFFBOARD,INIT,
13.111,1770380562.808459,24.468,66.127,-1.002,-0.788,0.358,0.005,0.4877149760723114,0.18152035772800446,156.7159423828125,OFFBOARD,INIT,
13.213,1770380562.909547,24.360,66.180,-1.002,-0.788,0.346,0.004,0.46036139130592346,0.016668615862727165,156.72959899902344,OFFBOARD,INIT,
13.314,1770380563.010811,24.278,66.220,-1.001,-0.792,0.341,0.004,0.44016319513320923,-0.0941392034292221,156.71839904785156,OFFBOARD,INIT,
13.415,1770380563.111658,24.202,66.256,-1.001,-0.794,0.338,0.001,0.4198451638221741,-0.2088419497013092,156.73846435546875,OFFBOARD,INIT,
13.516,1770380563.212538,24.120,66.296,-1.000,-0.800,0.334,0.001,0.43158993124961853,-0.2526320219039917,156.72242736816406,OFFBOARD,INIT,
13.616,1770380563.313366,24.044,66.332,-1.000,-0.805,0.332,0.001,0.43249431252479553,-0.29341748356819153,156.7267608642578,OFFBOARD,INIT,
13.717,1770380563.413548,23.962,66.371,-1.000,-0.810,0.330,0.001,0.42893871665000916,-0.3512108027935028,156.72425842285156,OFFBOARD,INIT,
13.818,1770380563.514658,23.885,66.408,-0.999,-0.815,0.329,0.000,0.44240379333496094,-0.4133792817592621,156.71554565429688,OFFBOARD,INIT,
13.918,1770380563.615323,23.803,66.447,-0.998,-0.820,0.328,0.000,0.45680147409439087,-0.48133787512779236,156.71432495117188,OFFBOARD,INIT,
14.019,1770380563.715689,23.726,66.482,-0.997,-0.827,0.328,-0.001,0.47341373562812805,-0.5576419234275818,156.70065307617188,OFFBOARD,INIT,
14.120,1770380563.816581,23.641,66.520,-0.997,-0.836,0.328,-0.000,0.47775575518608093,-0.6152586936950684,156.68093872070312,OFFBOARD,INIT,
14.220,1770380563.916853,23.563,66.555,-0.996,-0.845,0.328,-0.000,0.4737038016319275,-0.6117249131202698,156.66497802734375,OFFBOARD,INIT,
14.321,1770380564.017785,23.477,66.593,-0.995,-0.853,0.327,-0.003,0.4659561216831207,-0.5872089266777039,156.66043090820312,OFFBOARD,INIT,
14.422,1770380564.118590,23.397,66.627,-0.995,-0.861,0.327,-0.003,0.4253694713115692,-0.5956683158874512,156.66256713867188,OFFBOARD,INIT,
14.523,1770380564.219786,23.311,66.664,-0.994,-0.869,0.327,-0.005,0.3791745603084564,-0.6335482001304626,156.69070434570312,OFFBOARD,INIT,
14.624,1770380564.320527,23.230,66.698,-0.993,-0.880,0.328,-0.005,0.3576473891735077,-0.661843478679657,156.70553588867188,OFFBOARD,INIT,
14.724,1770380564.420977,23.141,66.734,-0.993,-0.887,0.328,-0.006,0.335965096950531,-0.6350939273834229,156.68862915039062,OFFBOARD,INIT,
14.824,1770380564.521408,23.058,66.767,-0.992,-0.896,0.327,-0.005,0.28616490960121155,-0.635368824005127,156.69285583496094,OFFBOARD,INIT,
14.925,1770380564.621809,22.968,66.803,-0.992,-0.904,0.328,-0.005,0.2242431491613388,-0.5960927605628967,156.6934814453125,OFFBOARD,INIT,
15.027,1770380564.723673,22.883,66.836,-0.992,-0.911,0.330,-0.005,0.18411104381084442,-0.5714935064315796,156.68869018554688,OFFBOARD,INIT,
15.127,1770380564.824362,22.790,66.872,-0.992,-0.918,0.330,-0.007,0.14502054452896118,-0.5596728324890137,156.68360900878906,OFFBOARD,INIT,
15.228,1770380564.924895,22.704,66.905,-0.992,-0.926,0.332,-0.008,0.08456114679574966,-0.5528881549835205,156.67822265625,OFFBOARD,INIT,
15.329,1770380565.025884,22.609,66.941,-0.992,-0.936,0.333,-0.008,0.030004549771547318,-0.5174542665481567,156.67819213867188,OFFBOARD,INIT,
15.429,1770380565.126076,22.520,66.974,-0.992,-0.942,0.334,-0.009,-0.04705386236310005,-0.4996222257614136,156.69473266601562,OFFBOARD,INIT,
15.530,1770380565.226848,22.424,67.009,-0.992,-0.948,0.336,-0.009,-0.09387583285570145,-0.46841540932655334,156.67979431152344,OFFBOARD,INIT,
15.631,1770380565.328016,22.335,67.043,-0.993,-0.952,0.340,-0.007,-0.1554214507341385,-0.38036879897117615,156.6899871826172,OFFBOARD,INIT,
15.732,1770380565.428681,22.238,67.079,-0.993,-0.956,0.346,-0.006,-0.1859782487154007,-0.3187394440174103,156.69000244140625,OFFBOARD,INIT,
15.832,1770380565.529306,22.147,67.113,-0.993,-0.959,0.350,-0.007,-0.19673046469688416,-0.2673041820526123,156.69989013671875,OFFBOARD,INIT,
15.933,1770380565.630356,22.049,67.150,-0.994,-0.959,0.354,-0.009,-0.21947263181209564,-0.23467928171157837,156.68690490722656,OFFBOARD,INIT,
16.034,1770380565.730658,21.959,67.185,-0.995,-0.959,0.360,-0.008,-0.2210521697998047,-0.19511008262634277,156.6868896484375,OFFBOARD,INIT,
16.135,1770380565.831918,21.860,67.223,-0.996,-0.960,0.364,-0.005,-0.2265520542860031,-0.16395200788974762,156.68569946289062,OFFBOARD,INIT,
16.236,1770380565.932590,21.769,67.259,-0.996,-0.960,0.368,-0.005,-0.23406516015529633,-0.11335168033838272,156.69015502929688,OFFBOARD,INIT,
16.337,1770380566.033803,21.670,67.298,-0.996,-0.958,0.374,-0.004,-0.24108712375164032,-0.10155903548002243,156.67721557617188,OFFBOARD,INIT,
16.438,1770380566.134764,21.579,67.336,-0.996,-0.954,0.377,-0.003,-0.20844486355781555,-0.06394291669130325,156.67286682128906,OFFBOARD,INIT,
16.539,1770380566.235563,21.481,67.376,-0.996,-0.954,0.379,-0.002,-0.1967594027519226,-0.06241152435541153,156.68695068359375,OFFBOARD,INIT,
16.639,1770380566.335914,21.391,67.413,-0.996,-0.951,0.381,-0.003,-0.2076321244239807,0.02613724395632744,156.6753692626953,OFFBOARD,INIT,
16.739,1770380566.436449,21.293,67.454,-0.996,-0.948,0.384,-0.005,-0.20463316142559052,0.03714046627283096,156.68203735351562,OFFBOARD,INIT,
16.840,1770380566.536670,21.203,67.491,-0.996,-0.946,0.387,-0.004,-0.1674763411283493,0.06835509091615677,156.68641662597656,OFFBOARD,INIT,
16.941,1770380566.637737,21.106,67.532,-0.996,-0.941,0.389,-0.004,-0.16297800838947296,0.06064961478114128,156.68206787109375,OFFBOARD,INIT,
17.043,1770380566.739554,21.017,67.571,-0.996,-0.937,0.392,-0.003,-0.12917587161064148,0.060479242354631424,156.66629028320312,OFFBOARD,INIT,
17.145,1770380566.841540,20.920,67.612,-0.997,-0.934,0.393,-0.006,-0.09820695966482162,0.12840159237384796,156.6631622314453,OFFBOARD,INIT,
17.246,1770380566.942817,20.831,67.651,-0.998,-0.929,0.394,-0.007,-0.0784749686717987,0.13325025141239166,156.66912841796875,OFFBOARD,INIT,
17.346,1770380567.043123,20.736,67.692,-0.998,-0.927,0.395,-0.004,-0.054604820907115936,0.046817224472761154,156.66751098632812,OFFBOARD,INIT,
17.447,1770380567.143601,20.647,67.730,-0.998,-0.924,0.395,-0.002,-0.05037177726626396,0.023573262616991997,156.66314697265625,OFFBOARD,INIT,
17.548,1770380567.244821,20.551,67.772,-0.998,-0.921,0.394,-0.003,-0.04366368427872658,0.048262208700180054,156.67335510253906,OFFBOARD,INIT,
17.648,1770380567.345201,20.463,67.810,-0.998,-0.917,0.395,-0.003,-0.02358577772974968,0.06279677897691727,156.66395568847656,OFFBOARD,INIT,
17.749,1770380567.446190,20.368,67.850,-0.999,-0.913,0.392,-0.002,-0.030741188675165176,0.05681595206260681,156.65237426757812,OFFBOARD,INIT,
