t,unix_time,north_m,east_m,down_m,vn_m_s,ve_m_s,vd_m_s,roll_deg,pitch_deg,yaw_deg,flight_mode,mission_phase,mission_t0_unix
16.045,1767509859.372716,-2.901,-0.714,-5.205,0.236,-0.890,-0.227,1.3939403295516968,-0.5950323939323425,-64.49690246582031,OFFBOARD,TRAJECTORY,1767509847.032851
16.146,1767509859.473884,-2.877,-0.803,-5.230,0.262,-0.885,-0.228,1.3856191635131836,-0.6098253130912781,-62.77451705932617,OFFBOARD,TRAJECTORY,1767509847.032851
16.246,1767509859.574381,-2.851,-0.884,-5.253,0.287,-0.881,-0.230,1.394532322883606,-0.6210938692092896,-61.03867721557617,OFFBOARD,TRAJECTORY,1767509847.032851
16.347,1767509859.675654,-2.821,-0.971,-5.278,0.314,-0.873,-0.230,1.4129589796066284,-0.6324994564056396,-59.29268264770508,OFFBOARD,TRAJECTORY,1767509847.032851
16.448,1767509859.776553,-2.791,-1.051,-5.301,0.339,-0.867,-0.231,1.4045287370681763,-0.6912497878074646,-57.5457763671875,OFFBOARD,TRAJECTORY,1767509847.032851
16.549,1767509859.877323,-2.756,-1.137,-5.326,0.365,-0.859,-0.231,1.4015986919403076,-0.6541035175323486,-55.78873825073242,OFFBOARD,TRAJECTORY,1767509847.032851
16.650,1767509859.978597,-2.720,-1.216,-5.349,0.390,-0.850,-0.232,1.3920567035675049,-0.6452459692955017,-54.02765655517578,OFFBOARD,TRAJECTORY,1767509847.032851
16.751,1767509860.079429,-2.680,-1.301,-5.374,0.417,-0.842,-0.231,1.3946205377578735,-0.6087005138397217,-52.27849578857422,OFFBOARD,TRAJECTORY,1767509847.032851
16.852,1767509860.179753,-2.640,-1.379,-5.397,0.440,-0.833,-0.230,1.4017904996871948,-0.5834000706672668,-50.53886413574219,OFFBOARD,TRAJECTORY,1767509847.032851
16.953,1767509860.281009,-2.594,-1.463,-5.422,0.465,-0.824,-0.231,1.4176355600357056,-0.5662331581115723,-48.80364227294922,OFFBOARD,TRAJECTORY,1767509847.032851
17.054,1767509860.381907,-2.565,-1.513,-5.438,0.479,-0.816,-0.232,1.477303385734558,-0.5278781652450562,-47.061588287353516,OFFBOARD,TRAJECTORY,1767509847.032851
17.154,1767509860.482602,-2.499,-1.619,-5.470,0.509,-0.799,-0.234,1.5170649290084839,-0.5279972553253174,-45.26749038696289,OFFBOARD,TRAJECTORY,1767509847.032851
17.255,1767509860.583213,-2.467,-1.668,-5.486,0.525,-0.788,-0.233,1.5251134634017944,-0.5007683038711548,-43.60048294067383,OFFBOARD,TRAJECTORY,1767509847.032851
17.356,1767509860.683951,-2.412,-1.746,-5.511,0.550,-0.771,-0.233,1.5207819938659668,-0.5012749433517456,-41.87187194824219,OFFBOARD,TRAJECTORY,1767509847.032851
17.457,1767509860.784949,-2.358,-1.817,-5.534,0.572,-0.755,-0.230,1.5063461065292358,-0.47693464159965515,-40.112361907958984,OFFBOARD,TRAJECTORY,1767509847.032851
17.558,1767509860.886587,-2.298,-1.891,-5.558,0.597,-0.737,-0.232,1.4958257675170898,-0.47146177291870117,-38.374267578125,OFFBOARD,TRAJECTORY,1767509847.032851
17.659,1767509860.987290,-2.240,-1.959,-5.581,0.617,-0.720,-0.234,1.5001251697540283,-0.4581252634525299,-36.63755416870117,OFFBOARD,TRAJECTORY,1767509847.032851
17.760,1767509861.087983,-2.175,-2.030,-5.605,0.641,-0.702,-0.234,1.514780044555664,-0.4306558668613434,-34.86687088012695,OFFBOARD,TRAJECTORY,1767509847.032851
17.861,1767509861.188985,-2.113,-2.095,-5.628,0.661,-0.684,-0.234,1.5218174457550049,-0.3897329866886139,-33.1192741394043,OFFBOARD,TRAJECTORY,1767509847.032851
17.962,1767509861.289991,-2.043,-2.163,-5.653,0.681,-0.662,-0.233,1.513477087020874,-0.33901217579841614,-31.389406204223633,OFFBOARD,TRAJECTORY,1767509847.032851
18.062,1767509861.390533,-1.955,-2.243,-5.683,0.705,-0.636,-0.236,1.5260416269302368,-0.31949713826179504,-29.661413192749023,OFFBOARD,TRAJECTORY,1767509847.032851
18.163,1767509861.491635,-1.882,-2.306,-5.708,0.722,-0.614,-0.235,1.5518065690994263,-0.2709602117538452,-27.943866729736328,OFFBOARD,TRAJECTORY,1767509847.032851
18.264,1767509861.592635,-1.813,-2.363,-5.730,0.738,-0.591,-0.235,1.5949026346206665,-0.28009241819381714,-26.226608276367188,OFFBOARD,TRAJECTORY,1767509847.032851
18.366,1767509861.694479,-1.737,-2.421,-5.755,0.755,-0.565,-0.236,1.6068533658981323,-0.2720675468444824,-24.510831832885742,OFFBOARD,TRAJECTORY,1767509847.032851
18.467,1767509861.794898,-1.664,-2.473,-5.777,0.770,-0.540,-0.236,1.5938653945922852,-0.23772253096103668,-22.777992248535156,OFFBOARD,TRAJECTORY,1767509847.032851
18.568,1767509861.895732,-1.584,-2.526,-5.802,0.784,-0.514,-0.236,1.5758042335510254,-0.2348444163799286,-21.04216957092285,OFFBOARD,TRAJECTORY,1767509847.032851
18.668,1767509861.995948,-1.509,-2.573,-5.825,0.797,-0.489,-0.236,1.5812536478042603,-0.23029398918151855,-19.303438186645508,OFFBOARD,TRAJECTORY,1767509847.032851
18.769,1767509862.096764,-1.427,-2.621,-5.850,0.808,-0.461,-0.236,1.5933500528335571,-0.25503331422805786,-17.57093620300293,OFFBOARD,TRAJECTORY,1767509847.032851
18.869,1767509862.197334,-1.350,-2.663,-5.873,0.821,-0.435,-0.238,1.595996618270874,-0.2856394946575165,-15.854438781738281,OFFBOARD,TRAJECTORY,1767509847.032851
18.970,1767509862.298020,-1.265,-2.706,-5.898,0.832,-0.407,-0.237,1.5942119359970093,-0.2652067542076111,-14.138812065124512,OFFBOARD,TRAJECTORY,1767509847.032851
19.071,1767509862.399256,-1.186,-2.743,-5.921,0.843,-0.381,-0.237,1.5990374088287354,-0.27063578367233276,-12.435324668884277,OFFBOARD,TRAJECTORY,1767509847.032851
19.172,1767509862.500011,-1.099,-2.780,-5.946,0.853,-0.350,-0.237,1.5905286073684692,-0.2601343095302582,-10.716899871826172,OFFBOARD,TRAJECTORY,1767509847.032851
19.273,1767509862.600889,-1.018,-2.812,-5.969,0.860,-0.322,-0.239,1.571885347366333,-0.26433271169662476,-9.011028289794922,OFFBOARD,TRAJECTORY,1767509847.032851
19.374,1767509862.701924,-0.930,-2.843,-5.995,0.869,-0.293,-0.238,1.558161735534668,-0.2950388193130493,-7.294241428375244,OFFBOARD,TRAJECTORY,1767509847.032851
19.474,1767509862.802540,-0.847,-2.869,-6.018,0.875,-0.265,-0.237,1.5241032838821411,-0.3077162504196167,-5.343676567077637,OFFBOARD,TRAJECTORY,1767509847.032851
19.576,1767509862.903826,-0.756,-2.894,-6.044,0.882,-0.234,-0.235,1.5066282749176025,-0.3052215576171875,-3.6033592224121094,OFFBOARD,TRAJECTORY,1767509847.032851
19.677,1767509863.004896,-0.673,-2.914,-6.067,0.888,-0.208,-0.235,1.455499291419983,-0.27650564908981323,-1.8767362833023071,OFFBOARD,TRAJECTORY,1767509847.032851
19.778,1767509863.106029,-0.582,-2.933,-6.092,0.893,-0.178,-0.235,1.4484186172485352,-0.2852855622768402,-0.1556333750486374,OFFBOARD,TRAJECTORY,1767509847.032851
19.879,1767509863.206809,-0.498,-2.947,-6.115,0.896,-0.152,-0.236,1.4481786489486694,-0.3015826344490051,1.5511438846588135,OFFBOARD,TRAJECTORY,1767509847.032851
19.980,1767509863.307743,-0.406,-2.960,-6.140,0.900,-0.123,-0.237,1.451686978340149,-0.3258027136325836,3.2485084533691406,OFFBOARD,TRAJECTORY,1767509847.032851
20.080,1767509863.408221,-0.321,-2.970,-6.164,0.905,-0.097,-0.236,1.441515564918518,-0.3493322730064392,4.97965145111084,OFFBOARD,TRAJECTORY,1767509847.032851
20.181,1767509863.509107,-0.227,-2.977,-6.189,0.910,-0.066,-0.236,1.40798819065094,-0.30834445357322693,6.690964221954346,OFFBOARD,TRAJECTORY,1767509847.032851
20.282,1767509863.609771,-0.141,-2.981,-6.213,0.912,-0.040,-0.235,1.3801710605621338,-0.28506144881248474,8.426472663879395,OFFBOARD,TRAJECTORY,1767509847.032851
20.383,1767509863.710994,-0.046,-2.984,-6.238,0.913,-0.013,-0.234,1.3694080114364624,-0.2913130819797516,10.174144744873047,OFFBOARD,TRAJECTORY,1767509847.032851
20.484,1767509863.812119,0.040,-2.983,-6.261,0.912,0.012,-0.234,1.3662402629852295,-0.2658722400665283,11.921138763427734,OFFBOARD,TRAJECTORY,1767509847.032851
20.585,1767509863.913084,0.134,-2.981,-6.287,0.911,0.037,-0.233,1.3858230113983154,-0.27518248558044434,13.650298118591309,OFFBOARD,TRAJECTORY,1767509847.032851
20.686,1767509864.013910,0.220,-2.977,-6.310,0.910,0.062,-0.232,1.4345982074737549,-0.29087984561920166,15.373130798339844,OFFBOARD,TRAJECTORY,1767509847.032851
20.787,1767509864.115051,0.313,-2.970,-6.335,0.907,0.088,-0.233,1.4596792459487915,-0.2738109230995178,17.09004783630371,OFFBOARD,TRAJECTORY,1767509847.032851
20.888,1767509864.215811,0.398,-2.961,-6.357,0.903,0.114,-0.233,1.4828293323516846,-0.30698925256729126,18.945232391357422,OFFBOARD,TRAJECTORY,1767509847.032851
20.988,1767509864.316613,0.491,-2.948,-6.382,0.899,0.140,-0.233,1.4849904775619507,-0.3160476088523865,20.66981315612793,OFFBOARD,TRAJECTORY,1767509847.032851
21.089,1767509864.417149,0.575,-2.934,-6.405,0.892,0.165,-0.233,1.5081406831741333,-0.3325427174568176,22.39902687072754,OFFBOARD,TRAJECTORY,1767509847.032851
21.190,1767509864.518307,0.666,-2.917,-6.429,0.886,0.191,-0.232,1.5304555892944336,-0.3427775204181671,24.117782592773438,OFFBOARD,TRAJECTORY,1767509847.032851
21.291,1767509864.619539,0.749,-2.898,-6.452,0.879,0.217,-0.231,1.5418702363967896,-0.3633423149585724,25.83746337890625,OFFBOARD,TRAJECTORY,1767509847.032851
21.392,1767509864.720020,0.838,-2.875,-6.476,0.873,0.246,-0.231,1.549835205078125,-0.40067437291145325,27.563364028930664,OFFBOARD,TRAJECTORY,1767509847.032851
21.492,1767509864.820422,0.920,-2.850,-6.498,0.864,0.271,-0.231,1.5531655550003052,-0.39001113176345825,29.29458999633789,OFFBOARD,TRAJECTORY,1767509847.032851
21.593,1767509864.921220,1.008,-2.821,-6.522,0.856,0.299,-0.233,1.5665292739868164,-0.3967463970184326,31.027009963989258,OFFBOARD,TRAJECTORY,1767509847.032851
21.694,1767509865.022269,1.088,-2.792,-6.545,0.846,0.324,-0.234,1.5459388494491577,-0.3922070860862732,32.73884963989258,OFFBOARD,TRAJECTORY,1767509847.032851
21.795,1767509865.122960,1.174,-2.758,-6.570,0.835,0.351,-0.235,1.5487418174743652,-0.4309692978858948,34.454071044921875,OFFBOARD,TRAJECTORY,1767509847.032851
21.897,1767509865.225173,1.252,-2.723,-6.593,0.826,0.377,-0.237,1.5584990978240967,-0.4300861060619354,36.17341232299805,OFFBOARD,TRAJECTORY,1767509847.032851
21.998,1767509865.326258,1.336,-2.682,-6.618,0.815,0.404,-0.236,1.548493504524231,-0.40703892707824707,37.892608642578125,OFFBOARD,TRAJECTORY,1767509847.032851
22.098,1767509865.426659,1.413,-2.642,-6.641,0.804,0.431,-0.235,1.531317949295044,-0.3656821548938751,39.80727767944336,OFFBOARD,TRAJECTORY,1767509847.032851
22.199,1767509865.527147,1.494,-2.596,-6.666,0.791,0.458,-0.233,1.5073801279067993,-0.32541170716285706,41.51548385620117,OFFBOARD,TRAJECTORY,1767509847.032851
22.300,1767509865.627694,1.569,-2.552,-6.689,0.777,0.481,-0.233,1.5023112297058105,-0.3448545038700104,43.232730865478516,OFFBOARD,TRAJECTORY,1767509847.032851
22.401,1767509865.728940,1.648,-2.501,-6.714,0.760,0.505,-0.233,1.4934064149856567,-0.3476778268814087,44.95429992675781,OFFBOARD,TRAJECTORY,1767509847.032851
22.502,1767509865.829780,1.720,-2.451,-6.736,0.747,0.527,-0.233,1.4857707023620605,-0.33435747027397156,46.453163146972656,OFFBOARD,TRAJECTORY,1767509847.032851
22.603,1767509865.930725,1.796,-2.396,-6.761,0.732,0.551,-0.235,1.5073485374450684,-0.31601521372795105,48.36077880859375,OFFBOARD,TRAJECTORY,1767509847.032851
22.705,1767509866.033014,1.865,-2.342,-6.784,0.717,0.572,-0.237,1.5271291732788086,-0.2935405373573303,49.86688995361328,OFFBOARD,TRAJECTORY,1767509847.032851
22.806,1767509866.133819,1.939,-2.282,-6.809,0.699,0.594,-0.237,1.5350139141082764,-0.3167647123336792,51.60680389404297,OFFBOARD,TRAJECTORY,1767509847.032851
22.907,1767509866.235033,2.004,-2.224,-6.832,0.682,0.615,-0.238,1.5342718362808228,-0.3484829068183899,53.365970611572266,OFFBOARD,TRAJECTORY,1767509847.032851
23.007,1767509866.335421,2.074,-2.160,-6.857,0.663,0.634,-0.238,1.5329594612121582,-0.33492663502693176,55.11746597290039,OFFBOARD,TRAJECTORY,1767509847.032851
23.109,1767509866.437015,2.137,-2.099,-6.880,0.645,0.653,-0.237,1.5556771755218506,-0.3134097456932068,56.899497985839844,OFFBOARD,TRAJECTORY,1767509847.032851
23.210,1767509866.538002,2.202,-2.031,-6.904,0.625,0.672,-0.237,1.547313928604126,-0.3004928231239319,58.642066955566406,OFFBOARD,TRAJECTORY,1767509847.032851
23.310,1767509866.638628,2.261,-1.967,-6.927,0.606,0.689,-0.237,1.588818907737732,-0.2860300838947296,60.57306671142578,OFFBOARD,TRAJECTORY,1767509847.032851
23.412,1767509866.739793,2.323,-1.896,-6.951,0.584,0.707,-0.238,1.624227523803711,-0.3169611394405365,62.308109283447266,OFFBOARD,TRAJECTORY,1767509847.032851
23.513,1767509866.840976,2.379,-1.829,-6.974,0.562,0.724,-0.235,1.6101466417312622,-0.3346366286277771,64.06333923339844,OFFBOARD,TRAJECTORY,1767509847.032851
23.614,1767509866.941942,2.436,-1.754,-6.998,0.539,0.742,-0.235,1.602800965309143,-0.29007458686828613,65.80982208251953,OFFBOARD,TRAJECTORY,1767509847.032851
23.715,1767509867.042729,2.503,-1.659,-7.027,0.508,0.763,-0.236,1.6323142051696777,-0.2885986268520355,67.52359771728516,OFFBOARD,TRAJECTORY,1767509847.032851
23.815,1767509867.142895,2.554,-1.579,-7.052,0.483,0.780,-0.239,1.6291378736495972,-0.2790777385234833,69.24845123291016,OFFBOARD,TRAJECTORY,1767509847.032851
23.915,1767509867.243687,2.600,-1.504,-7.075,0.460,0.794,-0.240,1.6188478469848633,-0.24679763615131378,70.97425079345703,OFFBOARD,TRAJECTORY,1767509847.032851
24.017,1767509867.344717,2.647,-1.422,-7.099,0.433,0.809,-0.240,1.6288646459579468,-0.2536531090736389,72.65052032470703,OFFBOARD,TRAJECTORY,1767509847.032851
24.118,1767509867.445796,2.687,-1.344,-7.122,0.408,0.822,-0.239,1.6389721632003784,-0.23524458706378937,74.35089111328125,OFFBOARD,TRAJECTORY,1767509847.032851
24.219,1767509867.546745,2.728,-1.258,-7.147,0.381,0.832,-0.240,1.6270726919174194,-0.24413111805915833,76.20124816894531,OFFBOARD,TRAJECTORY,1767509847.032851
24.320,1767509867.647808,2.764,-1.178,-7.170,0.356,0.842,-0.240,1.6330351829528809,-0.2307506948709488,77.90857696533203,OFFBOARD,TRAJECTORY,1767509847.032851
24.421,1767509867.749089,2.800,-1.090,-7.195,0.326,0.852,-0.240,1.6084858179092407,-0.21462120115756989,79.61177062988281,OFFBOARD,TRAJECTORY,1767509847.032851
24.522,1767509867.849709,2.831,-1.008,-7.219,0.301,0.860,-0.240,1.606930136680603,-0.2142128199338913,81.33634185791016,OFFBOARD,TRAJECTORY,1767509847.032851
24.623,1767509867.951052,2.862,-0.919,-7.244,0.271,0.866,-0.241,1.593161702156067,-0.23184393346309662,83.07374572753906,OFFBOARD,TRAJECTORY,1767509847.032851
