t,unix_time,north_m,east_m,down_m,vn_m_s,ve_m_s,vd_m_s,roll_deg,pitch_deg,yaw_deg,flight_mode,mission_phase,mission_t0_unix
4.340,1770379660.864755,-0.013,0.027,-0.957,-0.009,-0.010,-0.014,-0.19699092209339142,-0.011704153381288052,-0.4887915253639221,OFFBOARD,INIT,
4.441,1770379660.965648,-0.014,0.030,-0.959,-0.011,-0.012,-0.017,-0.20986218750476837,-0.009404560551047325,-0.505394697189331,OFFBOARD,INIT,
4.542,1770379661.066710,-0.015,0.033,-0.961,-0.011,-0.014,-0.018,-0.21418198943138123,-0.03511601313948631,-0.48607945442199707,OFFBOARD,INIT,
4.643,1770379661.167861,-0.016,0.035,-0.963,-0.011,-0.016,-0.017,-0.248224675655365,-0.05202847719192505,-0.48834648728370667,OFFBOARD,INIT,
4.744,1770379661.268561,-0.018,0.038,-0.965,-0.012,-0.018,-0.015,-0.2558613121509552,-0.05514925345778465,-0.5012112855911255,OFFBOARD,INIT,
4.845,1770379661.369482,-0.020,0.040,-0.967,-0.012,-0.022,-0.014,-0.24385283887386322,-0.09749315679073334,-0.515324592590332,OFFBOARD,INIT,
4.946,1770379661.470529,-0.022,0.042,-0.968,-0.012,-0.023,-0.014,-0.25207793712615967,-0.11699192970991135,-0.5328966975212097,OFFBOARD,INIT,
5.047,1770379661.571498,-0.024,0.044,-0.970,-0.011,-0.024,-0.014,-0.2517507076263428,-0.1348821073770523,-0.5371214151382446,OFFBOARD,INIT,
5.148,1770379661.672407,-0.026,0.045,-0.972,-0.011,-0.025,-0.014,-0.24955905973911285,-0.13862724602222443,-0.5426674485206604,OFFBOARD,INIT,
5.249,1770379661.773800,-0.029,0.047,-0.973,-0.009,-0.027,-0.013,-0.2836882472038269,-0.15611331164836884,-0.5587233304977417,OFFBOARD,INIT,
5.350,1770379661.874652,-0.032,0.049,-0.974,-0.007,-0.028,-0.013,-0.2739163041114807,-0.15459482371807098,-0.5419549345970154,OFFBOARD,INIT,
5.451,1770379661.975355,-0.034,0.050,-0.975,-0.005,-0.028,-0.012,-0.2938285768032074,-0.15886139869689941,-0.5341441035270691,OFFBOARD,INIT,
5.552,1770379662.076716,-0.037,0.051,-0.976,-0.005,-0.029,-0.011,-0.3107268214225769,-0.18432672321796417,-0.5163160562515259,OFFBOARD,INIT,
5.653,1770379662.177391,-0.040,0.053,-0.978,-0.003,-0.035,-0.010,-0.3122258186340332,-0.22436273097991943,-0.5193267464637756,OFFBOARD,INIT,
5.754,1770379662.278574,-0.043,0.054,-0.980,-0.001,-0.038,-0.009,-0.2930895984172821,-0.21879294514656067,-0.49770587682724,OFFBOARD,INIT,
5.855,1770379662.379589,-0.045,0.054,-0.981,0.001,-0.042,-0.008,-0.2547812759876251,-0.22499677538871765,-0.49430790543556213,OFFBOARD,INIT,
5.956,1770379662.481037,-0.047,0.054,-0.981,0.002,-0.044,-0.008,-0.2117917835712433,-0.23833370208740234,-0.5053796768188477,OFFBOARD,INIT,
6.057,1770379662.581731,-0.050,0.054,-0.982,0.005,-0.046,-0.007,-0.21194754540920258,-0.24968264997005463,-0.5065041780471802,OFFBOARD,INIT,
6.158,1770379662.682702,-0.053,0.054,-0.983,0.007,-0.047,-0.006,-0.1966514140367508,-0.2612379491329193,-0.5043795108795166,OFFBOARD,INIT,
6.258,1770379662.782996,-0.054,0.053,-0.983,0.008,-0.046,-0.006,-0.19044806063175201,-0.27274250984191895,-0.49000105261802673,OFFBOARD,INIT,
6.359,1770379662.883869,-0.057,0.053,-0.983,0.009,-0.047,-0.006,-0.19626374542713165,-0.2842724919319153,-0.4875001311302185,OFFBOARD,INIT,
6.460,1770379662.985005,-0.059,0.053,-0.984,0.011,-0.049,-0.006,-0.17578889429569244,-0.28694021701812744,-0.47849369049072266,OFFBOARD,INIT,
6.561,1770379663.086055,-0.061,0.052,-0.985,0.013,-0.049,-0.007,-0.16073541343212128,-0.3011227250099182,-0.5064027309417725,OFFBOARD,INIT,
6.663,1770379663.188106,-0.063,0.051,-0.986,0.015,-0.050,-0.007,-0.1542460024356842,-0.3031924366950989,-0.4896796643733978,OFFBOARD,INIT,
6.764,1770379663.288691,-0.065,0.050,-0.986,0.018,-0.049,-0.005,-0.15225739777088165,-0.3024483621120453,-0.4777764678001404,OFFBOARD,INIT,
6.865,1770379663.389406,-0.067,0.049,-0.987,0.020,-0.050,-0.005,-0.14741578698158264,-0.30336761474609375,-0.46450117230415344,OFFBOARD,INIT,
6.966,1770379663.490573,-0.068,0.048,-0.987,0.024,-0.050,-0.005,-0.12924900650978088,-0.3009289503097534,-0.4502944350242615,OFFBOARD,INIT,
7.067,1770379663.591890,-0.069,0.047,-0.988,0.027,-0.050,-0.005,-0.12569360435009003,-0.2659269869327545,-0.4416181147098541,OFFBOARD,INIT,
7.168,1770379663.692545,-0.070,0.046,-0.988,0.030,-0.051,-0.005,-0.10688852518796921,-0.24070194363594055,-0.4425167441368103,OFFBOARD,INIT,
7.269,1770379663.793403,-0.070,0.044,-0.989,0.032,-0.050,-0.005,-0.09195046126842499,-0.22072038054466248,-0.44478434324264526,OFFBOARD,INIT,
7.370,1770379663.894533,-0.071,0.042,-0.990,0.033,-0.050,-0.005,-0.06689959764480591,-0.2222505509853363,-0.43236464262008667,OFFBOARD,INIT,
7.471,1770379663.995518,-0.071,0.040,-0.992,0.035,-0.052,-0.005,-0.04463310167193413,-0.22319355607032776,-0.428585022687912,OFFBOARD,INIT,
7.572,1770379664.096449,-0.072,0.038,-0.993,0.035,-0.052,-0.006,-0.013312054798007011,-0.22474050521850586,-0.41102322936058044,OFFBOARD,INIT,
7.673,1770379664.197475,-0.073,0.036,-0.994,0.035,-0.051,-0.004,-0.0012872522929683328,-0.23121677339076996,-0.41216200590133667,OFFBOARD,INIT,
7.775,1770379664.299511,-0.074,0.034,-0.995,0.037,-0.051,-0.002,0.015516799874603748,-0.2371625155210495,-0.4058813750743866,OFFBOARD,INIT,
7.876,1770379664.400705,-0.074,0.032,-0.995,0.037,-0.050,-0.000,0.031187525019049644,-0.23891253769397736,-0.4089692234992981,OFFBOARD,INIT,
7.977,1770379664.501403,-0.075,0.030,-0.996,0.036,-0.050,-0.001,0.045691825449466705,-0.2635529339313507,-0.4127763509750366,OFFBOARD,INIT,
8.078,1770379664.602412,-0.076,0.028,-0.996,0.037,-0.049,0.000,0.06260502338409424,-0.2643374800682068,-0.4264683127403259,OFFBOARD,INIT,
8.179,1770379664.703282,-0.076,0.026,-0.996,0.038,-0.046,0.000,0.07743339985609055,-0.2513203024864197,-0.40552371740341187,OFFBOARD,INIT,
8.280,1770379664.804624,-0.076,0.025,-0.996,0.038,-0.044,0.002,0.056004974991083145,-0.2529904544353485,-0.3802243173122406,OFFBOARD,INIT,
8.381,1770379664.905405,-0.076,0.023,-0.996,0.042,-0.041,0.002,0.045596782118082047,-0.24577519297599792,-0.3823784291744232,OFFBOARD,INIT,
8.481,1770379665.005531,-0.076,0.021,-0.996,0.041,-0.038,0.000,0.0561344251036644,-0.21975642442703247,-0.39048537611961365,OFFBOARD,INIT,
8.582,1770379665.106466,-0.075,0.020,-0.996,0.042,-0.038,0.002,0.048033904284238815,-0.23588036000728607,-0.37787577509880066,OFFBOARD,INIT,
8.682,1770379665.207121,-0.075,0.018,-0.995,0.043,-0.035,0.001,0.06182602792978287,-0.22130118310451508,-0.38319236040115356,OFFBOARD,INIT,
8.784,1770379665.308214,-0.074,0.018,-0.995,0.043,-0.033,0.001,0.037799760699272156,-0.20465219020843506,-0.37682437896728516,OFFBOARD,INIT,
8.884,1770379665.408694,-0.073,0.016,-0.995,0.045,-0.032,0.002,0.03446934372186661,-0.18403275310993195,-0.40063735842704773,OFFBOARD,INIT,
8.985,1770379665.509368,-0.072,0.015,-0.995,0.044,-0.030,0.001,0.027916837483644485,-0.18537048995494843,-0.39789819717407227,OFFBOARD,INIT,
9.085,1770379665.609970,-0.071,0.014,-0.995,0.043,-0.030,0.000,0.04196614399552345,-0.17347867786884308,-0.38639843463897705,OFFBOARD,INIT,
9.185,1770379665.710169,-0.069,0.012,-0.995,0.045,-0.028,-0.001,0.055584415793418884,-0.1673365831375122,-0.4005083441734314,OFFBOARD,INIT,
9.286,1770379665.810978,-0.067,0.010,-0.994,0.046,-0.026,-0.002,0.05070531740784645,-0.1311418116092682,-0.38977426290512085,OFFBOARD,INIT,
9.387,1770379665.911768,-0.064,0.008,-0.994,0.048,-0.025,-0.003,0.04562469571828842,-0.09508135914802551,-0.39589792490005493,OFFBOARD,INIT,
9.488,1770379666.012955,-0.061,0.007,-0.995,0.048,-0.024,-0.003,0.0632774755358696,-0.06013813242316246,-0.40650996565818787,OFFBOARD,INIT,
9.589,1770379666.113730,-0.058,0.005,-0.995,0.046,-0.021,-0.003,0.057693470269441605,-0.04232202470302582,-0.40988069772720337,OFFBOARD,INIT,
9.691,1770379666.216104,-0.055,0.004,-0.995,0.045,-0.021,-0.005,0.06352026760578156,-0.01732725463807583,-0.4177767336368561,OFFBOARD,INIT,
9.792,1770379666.317076,-0.053,0.002,-0.995,0.042,-0.019,-0.004,0.07629409432411194,-0.01953192614018917,-0.4294193685054779,OFFBOARD,INIT,
9.893,1770379666.418131,-0.050,0.001,-0.995,0.042,-0.018,-0.004,0.06125452741980553,-0.01888645626604557,-0.4287211000919342,OFFBOARD,INIT,
9.995,1770379666.519514,-0.047,-0.001,-0.994,0.041,-0.017,-0.003,0.08810602873563766,0.024005476385354996,-0.41983091831207275,OFFBOARD,INIT,
10.096,1770379666.620834,-0.044,-0.002,-0.994,0.039,-0.015,-0.002,0.08661647886037827,0.037914954125881195,-0.4357701241970062,OFFBOARD,INIT,
10.196,1770379666.721164,-0.041,-0.003,-0.994,0.038,-0.015,-0.004,0.08262572437524796,0.052134376019239426,-0.4251364469528198,OFFBOARD,INIT,
10.297,1770379666.821417,-0.039,-0.004,-0.994,0.038,-0.013,-0.006,0.08273917436599731,0.0760686993598938,-0.41024860739707947,OFFBOARD,INIT,
10.398,1770379666.922593,-0.036,-0.005,-0.995,0.036,-0.010,-0.005,0.07107388973236084,0.09154417365789413,-0.42655688524246216,OFFBOARD,INIT,
10.499,1770379667.023897,-0.033,-0.006,-0.995,0.033,-0.009,-0.003,0.0634155198931694,0.09927438944578171,-0.4318457245826721,OFFBOARD,INIT,
10.600,1770379667.124768,-0.031,-0.006,-0.995,0.031,-0.009,-0.002,0.06204574182629585,0.12934650480747223,-0.43909943103790283,OFFBOARD,INIT,
10.701,1770379667.225507,-0.028,-0.007,-0.994,0.027,-0.012,-0.002,0.07837622612714767,0.11258172243833542,-0.4283776879310608,OFFBOARD,INIT,
10.801,1770379667.325641,-0.026,-0.008,-0.994,0.024,-0.008,-0.003,0.10159726440906525,0.11472729593515396,-0.4246082603931427,OFFBOARD,INIT,
10.902,1770379667.426739,-0.025,-0.010,-0.995,0.021,-0.007,-0.004,0.09883303940296173,0.0985260158777237,-0.4186359643936157,OFFBOARD,INIT,
11.003,1770379667.527954,-0.023,-0.011,-0.995,0.018,-0.007,-0.005,0.10231645405292511,0.09063228964805603,-0.4126349687576294,OFFBOARD,INIT,
11.104,1770379667.628453,-0.022,-0.013,-0.996,0.016,-0.006,-0.003,0.10590847581624985,0.08306233584880829,-0.41045835614204407,OFFBOARD,INIT,
11.205,1770379667.729361,-0.020,-0.015,-0.997,0.013,-0.006,-0.004,0.11282643675804138,0.08724331855773926,-0.41632363200187683,OFFBOARD,INIT,
11.305,1770379667.829530,-0.019,-0.016,-0.998,0.011,-0.005,-0.003,0.1390855312347412,0.06667020171880722,-0.42365139722824097,OFFBOARD,INIT,
11.406,1770379667.930744,-0.018,-0.018,-0.999,0.010,-0.004,-0.001,0.16140900552272797,0.07935012876987457,-0.4166695177555084,OFFBOARD,INIT,
11.507,1770379668.031548,-0.018,-0.020,-0.998,0.008,-0.004,0.001,0.16389967501163483,0.0780220553278923,-0.4115290343761444,OFFBOARD,INIT,
11.608,1770379668.132718,-0.018,-0.022,-0.998,0.005,-0.003,0.000,0.17515648901462555,0.05536447465419769,-0.40014025568962097,OFFBOARD,INIT,
11.709,1770379668.233849,-0.018,-0.024,-0.998,0.004,-0.002,0.000,0.20354734361171722,0.04202299565076828,-0.40290334820747375,OFFBOARD,INIT,
11.810,1770379668.334989,-0.018,-0.026,-0.998,0.003,0.000,-0.001,0.2048899084329605,0.037709981203079224,-0.3842805027961731,OFFBOARD,INIT,
11.911,1770379668.436004,-0.019,-0.028,-0.998,0.002,0.002,-0.002,0.20410387217998505,-0.16119661927223206,-0.40356460213661194,OFFBOARD,INIT,
12.012,1770379668.536393,-0.019,-0.030,-0.997,0.008,0.004,-0.001,0.22148916125297546,-0.7766661047935486,-0.3966718912124634,OFFBOARD,INIT,
12.113,1770379668.637573,-0.018,-0.032,-0.997,0.025,0.004,-0.002,0.22376324236392975,-1.5715117454528809,-0.40978333353996277,OFFBOARD,INIT,
12.213,1770379668.737835,-0.015,-0.034,-0.996,0.058,0.005,-0.003,0.23424114286899567,-2.285236358642578,-0.3935953378677368,OFFBOARD,INIT,
12.315,1770379668.839689,-0.009,-0.035,-0.996,0.098,0.007,-0.004,0.24635717272758484,-2.8399136066436768,-0.4082634747028351,OFFBOARD,INIT,
12.417,1770379668.941602,0.002,-0.037,-0.995,0.148,0.007,-0.002,0.2363734394311905,-3.3278653621673584,-0.39851194620132446,OFFBOARD,INIT,
12.518,1770379669.042867,0.017,-0.038,-0.995,0.203,0.007,-0.005,0.2575625777244568,-3.8015098571777344,-0.3783520460128784,OFFBOARD,INIT,
12.619,1770379669.143620,0.037,-0.039,-0.995,0.269,0.009,-0.006,0.27682092785835266,-4.1001877784729,-0.37882518768310547,OFFBOARD,INIT,
12.720,1770379669.244788,0.062,-0.041,-0.996,0.332,0.011,-0.005,0.2620186507701874,-4.241868495941162,-0.3584796190261841,OFFBOARD,INIT,
12.821,1770379669.345500,0.095,-0.042,-0.996,0.403,0.013,-0.007,0.2416030615568161,-4.364004611968994,-0.3517983853816986,OFFBOARD,INIT,
12.921,1770379669.445882,0.132,-0.043,-0.996,0.471,0.014,-0.005,0.23496876657009125,-4.377062797546387,-0.3666441738605499,OFFBOARD,INIT,
13.022,1770379669.546486,0.179,-0.043,-0.997,0.542,0.014,-0.004,0.23479558527469635,-4.385915279388428,-0.3892415165901184,OFFBOARD,INIT,
13.123,1770379669.647766,0.229,-0.044,-0.997,0.607,0.014,-0.004,0.22692203521728516,-4.320274353027344,-0.39855238795280457,OFFBOARD,INIT,
13.224,1770379669.749025,0.289,-0.046,-0.998,0.675,0.013,-0.003,0.24495995044708252,-4.223387241363525,-0.4090949594974518,OFFBOARD,INIT,
13.325,1770379669.849583,0.350,-0.047,-0.999,0.737,0.014,-0.003,0.26152995228767395,-4.074164867401123,-0.4397713541984558,OFFBOARD,INIT,
13.426,1770379669.950407,0.424,-0.048,-0.999,0.801,0.014,-0.003,0.25792792439460754,-3.8862855434417725,-0.47528189420700073,OFFBOARD,INIT,
13.527,1770379670.051802,0.498,-0.048,-0.999,0.859,0.015,-0.003,0.269668310880661,-3.643807888031006,-0.5168531537055969,OFFBOARD,INIT,
13.628,1770379670.152714,0.585,-0.049,-1.000,0.916,0.015,-0.003,0.2840611934661865,-3.3230020999908447,-0.5597788095474243,OFFBOARD,INIT,
13.729,1770379670.253488,0.670,-0.049,-1.001,0.963,0.016,-0.001,0.2677052617073059,-3.030749797821045,-0.6206454634666443,OFFBOARD,INIT,
13.830,1770379670.354726,0.768,-0.049,-1.001,1.010,0.018,0.001,0.25400659441947937,-2.760444164276123,-0.6568533182144165,OFFBOARD,INIT,
13.931,1770379670.455401,0.864,-0.049,-1.000,1.050,0.018,0.002,0.23742960393428802,-2.4460954666137695,-0.6871841549873352,OFFBOARD,INIT,
14.032,1770379670.556462,0.972,-0.049,-1.000,1.087,0.019,0.003,0.2090069055557251,-2.1213700771331787,-0.7072323560714722,OFFBOARD,INIT,
14.133,1770379670.657534,1.076,-0.048,-0.999,1.115,0.020,0.002,0.1751391738653183,-1.735495924949646,-0.7046934366226196,OFFBOARD,INIT,
14.234,1770379670.758546,1.192,-0.047,-0.999,1.140,0.020,0.001,0.14426715672016144,-1.3867201805114746,-0.6778280138969421,OFFBOARD,INIT,
14.335,1770379670.859722,1.303,-0.046,-0.999,1.158,0.020,0.002,0.12574660778045654,-1.0640220642089844,-0.660910427570343,OFFBOARD,INIT,
14.436,1770379670.960650,1.425,-0.046,-0.999,1.173,0.018,0.000,0.1269627809524536,-0.7272616624832153,-0.6369601488113403,OFFBOARD,INIT,
14.537,1770379671.061558,1.539,-0.046,-0.999,1.180,0.017,0.001,0.13640913367271423,-0.4462461471557617,-0.6006971597671509,OFFBOARD,INIT,
14.637,1770379671.162123,1.665,-0.045,-0.999,1.186,0.015,0.001,0.1419685333967209,-0.20981179177761078,-0.5789637565612793,OFFBOARD,INIT,
14.738,1770379671.262969,1.781,-0.045,-0.999,1.184,0.014,0.002,0.14184480905532837,0.024658283218741417,-0.5623673796653748,OFFBOARD,INIT,
14.840,1770379671.364350,1.907,-0.045,-0.999,1.180,0.013,0.000,0.1415206491947174,0.23692241311073303,-0.5195669531822205,OFFBOARD,INIT,
14.941,1770379671.465325,2.024,-0.045,-0.999,1.173,0.012,-0.000,0.12144234776496887,0.42677250504493713,-0.5104361176490784,OFFBOARD,INIT,
15.042,1770379671.566637,2.149,-0.045,-0.999,1.164,0.010,0.000,0.13358229398727417,0.5333883166313171,-0.49773603677749634,OFFBOARD,INIT,
15.143,1770379671.667456,2.265,-0.045,-0.999,1.153,0.009,0.000,0.15294156968593597,0.675741970539093,-0.5031346082687378,OFFBOARD,INIT,
15.244,1770379671.768531,2.389,-0.046,-0.999,1.140,0.007,0.000,0.16190575063228607,0.7909790277481079,-0.49768027663230896,OFFBOARD,INIT,
15.345,1770379671.869672,2.502,-0.047,-0.998,1.125,0.009,0.000,0.16995491087436676,0.9180607199668884,-0.5049961805343628,OFFBOARD,INIT,
15.446,1770379671.970824,2.624,-0.047,-0.998,1.109,0.009,0.000,0.14822818338871002,1.0153757333755493,-0.5087944269180298,OFFBOARD,INIT,
15.547,1770379672.071585,2.735,-0.047,-0.997,1.093,0.009,0.000,0.16077475249767303,1.0967530012130737,-0.5077847838401794,OFFBOARD,INIT,
15.648,1770379672.172668,2.852,-0.046,-0.997,1.074,0.011,-0.001,0.14319482445716858,1.1303510665893555,-0.489406019449234,OFFBOARD,INIT,
15.749,1770379672.273603,2.959,-0.046,-0.997,1.055,0.012,-0.003,0.10901179909706116,1.1636618375778198,-0.4635623097419739,OFFBOARD,INIT,
15.850,1770379672.374784,3.072,-0.045,-0.997,1.035,0.013,-0.004,0.06742343306541443,1.1340904235839844,-0.4349178075790405,OFFBOARD,INIT,
15.951,1770379672.475685,3.175,-0.045,-0.997,1.017,0.013,-0.004,0.05699148401618004,1.1167701482772827,-0.4020443856716156,OFFBOARD,INIT,
16.052,1770379672.576856,3.284,-0.045,-0.997,0.999,0.011,-0.003,0.04356268793344498,1.0900696516036987,-0.38946524262428284,OFFBOARD,INIT,
16.153,1770379672.677928,3.383,-0.045,-0.997,0.983,0.009,-0.001,0.061558015644550323,1.0023936033248901,-0.3885056674480438,OFFBOARD,INIT,
16.254,1770379672.778590,3.488,-0.045,-0.997,0.966,0.006,-0.002,0.09214214235544205,0.9143148064613342,-0.3719293475151062,OFFBOARD,INIT,
16.355,1770379672.879473,3.583,-0.046,-0.997,0.953,0.006,-0.002,0.10430469363927841,0.8003990650177002,-0.39524129033088684,OFFBOARD,INIT,
16.456,1770379672.980671,3.685,-0.046,-0.996,0.939,0.007,-0.002,0.11330407112836838,0.7036439180374146,-0.39616504311561584,OFFBOARD,INIT,
16.557,1770379673.081769,3.777,-0.046,-0.996,0.928,0.006,-0.001,0.09997744113206863,0.5918136835098267,-0.3965304493904114,OFFBOARD,INIT,
16.658,1770379673.182550,3.876,-0.046,-0.995,0.918,0.007,-0.002,0.0716908723115921,0.4733545482158661,-0.4003286063671112,OFFBOARD,INIT,
16.758,1770379673.282794,3.966,-0.046,-0.995,0.909,0.005,-0.005,0.08628438413143158,0.3974350094795227,-0.40931329131126404,OFFBOARD,INIT,
16.859,1770379673.383218,4.062,-0.045,-0.995,0.902,0.003,-0.006,0.09832476079463959,0.34363284707069397,-0.40114712715148926,OFFBOARD,INIT,
16.959,1770379673.483680,4.150,-0.045,-0.995,0.894,0.002,-0.005,0.10501319915056229,0.21700505912303925,-0.3977745473384857,OFFBOARD,INIT,
17.060,1770379673.584805,4.244,-0.045,-0.995,0.889,0.002,-0.006,0.10474085062742233,0.04358401522040367,-0.39915576577186584,OFFBOARD,INIT,
17.161,1770379673.686133,4.329,-0.045,-0.996,0.887,0.001,-0.005,0.09953898936510086,-0.07786421477794647,-0.4073047935962677,OFFBOARD,INIT,
